"collection_no","record_type","authorization","release_on","formation","lng","lat","collection_name","container_no","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no"
"45719","col","","","North Horn","-111.254303","39.228100","west side, North Horn Mountain","","1937 Smithsonian Paleontological Expedition, USNM 15583","2","Late Maastrichtian","","72.2","66","14585"
"45720","col","","","North Horn","-111.254303","39.213600","hadrosaur, North Horn Mountain","","1939 Smithsonian Expedition, USNM 16318","1","Late Maastrichtian","","72.2","66","38108"
"45721","col","","","North Horn","-111.273102","39.170101","South Dragon Canyon, ""lizard locality""","","1937 Smithsonian Paleontological Expedition, CM Loc. 3022","6","Late Maastrichtian","","72.2","66","14585"
"45722","col","","","North Horn","-111.308701","39.183102","Alamosaurus locality, South Dragon Valley","","1939 Smithsonian Expedition, North Horn Mountain, Sauropod Locality","4","Late Maastrichtian","","72.2","66","12090"
"45723","col","","","Submeseta","-56.623611","-64.247498","La Meseta Seymour Island, Unit III","","","1","Priabonian","","37.71","33.9","57928"
"45724","col","","","North Horn","-111.197998","39.213600","ceratopsian, west side, North Horn Mountain","","1939 Smithsonian Expedition, USNM 16557","1","Late Maastrichtian","","72.2","66","38108"
"45725","col","","","Mizdah","12.766670","26.583330","Draa Ubari vertebrates","","","2","Cenomanian","","100.5","93.9","12093"
"45726","col","","","Ksar Metlili","-3.217500","32.700558","Ksar Met-Lili, Anoual","","Ksar Metlili, KM 1983","9","Late Tithonian","Early Berriasian","145.06","141","7910"
"45730","col","","","Dinosaur Park","-111.596626","50.781799","RTMP Quarry 37, Berry Creek","","Sternberg Quarry 37, G.S.C.7","1","Late Campanian","","83.6","72.2","62887"
"45731","col","","","Dinosaur Park","-111.489265","50.745419","RTMP Quarry 10, Little Sandhill Creek","","NMC, Sternberg Quarry 83, Berry Creek, G.S.C.3","1","Late Campanian","","83.6","72.2","62883"
"45732","col","","","Horseshoe Canyon","-112.865601","51.615398","9 miles southwest of Morrin (100 ft level) [NMC]","","Red Deer River","1","Early Maastrichtian","","72.2","66","62882"
"45733","col","","","Horseshoe Canyon","-112.934799","51.630001","8 miles southwest of Morrin (90 ft level) [NMC]","","Red Deer River","2","Early Maastrichtian","","72.2","66","62882"
"45737","col","","","","49.500000","40.527500","Perekishkyul","","","1","Chattian","","27.3","23.04","12108"
"45752","col","","","Horseshoe Canyon","-112.946602","51.804600","Rumsey tracksite","","","1","Late Campanian","Early Maastrichtian","83.6","66","12111"
"45753","col","","","Dinosaur Park","-111.603897","50.800598","1.5 miles southwest of mouth, Berry Creek","","NMC, Stenonychosaurus type","1","Late Campanian","","83.6","72.2","12114"
"45755","col","","","Dinosaur Park","-111.631561","50.809265","RTMP Quarry 61, Berry Creek (NMC)","","Sternberg Quarry 16, G.S.C.13","1","Late Campanian","","83.6","72.2","12114"
"45756","col","","","Dinosaur Park","-111.486633","50.756554","RTMP Quarry 97","","Sternberg Quarry 89","1","Late Campanian","","83.6","72.2","33225"
"45758","col","","","","-112.911301","51.709999","7 miles northwest of Rumsey (250 ft level)","","","1","Late Campanian","Maastrichtian","83.6","66","12117"
"45760","col","","","Bückeberg","7.033990","52.261314","Gerdemann clay pit, Gronau","","","2","Late Berriasian","","139.1","137.05","12119"
"45777","col","","","Ashley","-80.151665","32.967220","Chandler Bridge Creek (Ashley Fm.)","","","2","Rupelian","","33.9","27.3","12126"
"45784","col","","","Pysht","-123.952499","48.164722","Twin River Quarry","","LACM 5930","1","Chattian","","27.3","23.04","12130"
"45796","col","","","Elliot","27.799999","-30.616671","farm Dangershoek","","Dangers Hoek","4","Hettangian","Sinemurian","201.4","192.9","12138"
"45797","col","","","Jagua","-83.707779","22.616390","Viñales","","","1","Middle Oxfordian","Late Oxfordian","161.5","154.8","12142"
"45819","col","","","Oldman","-110.722214","49.159100","Hanna's Site, RTMP L1132","","HS","11","Middle Campanian","Late Campanian","83.6","72.2","11964"
"45820","col","","","Oldman","-110.848457","49.137970","Pinhorn Range #93-2, RTMP L1133","","PHR 93-2","5","Middle Campanian","","83.6","72.2","11964"
"45821","col","","","Oldman","-110.719452","49.161789","Confluence Site, RTMP L1134","","CS","11","Middle Campanian","Late Campanian","83.6","72.2","11964"
"45822","col","","","Oldman","-110.700768","49.076290","Salamander Site, RTMP L1135","","Sal S","6","Late Campanian","","83.6","72.2","11964"
"45832","col","","","Waita","130.836151","33.983467","Umashima Island","","","1","Chattian","","27.3","23.04","12180"
"45834","col","","","","130.705826","33.937500","Wakamatsu","","","1","Chattian","","27.3","23.04","12179"
"45835","col","","","Ainoshima","130.821396","33.987499","Ainoshima Island","","Kitakyushu City","2","Chattian","","27.3","23.04","12180"
"45844","col","","","Lance","-108.648598","41.568298","Dino Ray UW V-79033","","","1","Lancian","","72.2","66","46718"
"45845","col","","","Lance","-107.648598","41.642502","UW V-79037","","","1","Late Maastrichtian","","72.2","66","1129"
"45860","col","","","Almond","-109.138702","41.867298","Cedar Canyon, AMNH Loc. 6753","","AMNH Sinclair Expedition","1","Late Campanian","","83.6","72.2","18651"
"45861","col","","","Almond","-109.224602","41.642502","Rock Springs, AMNH Loc. 11598","","AMNH Sinclair Expedition","1","Campanian","","83.6","72.2","18651"
"45862","col","","","Almond","-109.205399","41.716702","Rock Springs South, AMNH Loc. 11597","","AMNH Sinclair Expedition","1","Late Campanian","","83.6","72.2","18651"
"45863","col","","","Almond","-108.763802","41.687000","Point of Rocks, AMNH Loc. 11155","","AMNH Sinclair Expedition","1","Campanian","","83.6","72.2","18651"
"45865","col","","","Almond","-108.802200","41.710800","AMNH-Sinclair Expedition (AMNH 3658)","","","1","Campanian","","83.6","72.2","12207"
"45866","col","","","Almond","-109.196701","41.778000","Long Canyon, AMNH Loc. 9899","","AMNH Sinclair Expedition","1","Campanian","","83.6","72.2","18651"
"45867","col","","","Almond","-109.243797","41.598000","AMNH field no. 1","","AMNH-Sinclair Expedition","1","Campanian","","83.6","72.2","12207"
"45868","col","","","Almond","-109.205399","41.687000","AMNH field no. 8","","AMNH-Sinclair Expedition","1","Campanian","","83.6","72.2","12207"
"45869","col","","","Almond","-109.090202","41.627701","AMNH field no. 10","","AMNH-Sinclair Expedition","1","Campanian","","83.6","72.2","12207"
"45870","col","","","Mesaverde","-107.957298","39.937401","Green Valley Coal Mine, AMNH Locs. 8534 & 8535","","AMNH-Sinclair Expedition","2","Late Campanian","","83.6","72.2","18651"
"45871","col","","","Mesaverde","-107.925835","38.945099","Cedaredge, AMNH Loc. 6780","","AMNH-Sinclair Expedition","1","Late Campanian","","83.6","72.2","18651"
"45872","col","","","","-106.959999","40.324722","DMNH 1657, Haybro Mine","","Hayden Mine no. 4","1","Campanian","","83.6","72.2","68341"
"45873","col","","","","-106.982498","40.266388","DMNH 1658, Pinnacle Mine","","","1","Campanian","","83.6","72.2","12207"
"45874","col","","","","-106.959442","40.315556","DMNH 1669, Hayden Mine no. 3","","","1","Campanian","","83.6","72.2","12207"
"45875","col","","","","-108.728333","39.303799","DMNH 2128, Fruita","","","1","Campanian","","83.6","72.2","15240"
"45876","col","","","Scollard","-113.005402","51.862801","1.5 miles above Tolman Ferry (210 ft level) [AMNH]","","Red Deer River","3","Late Maastrichtian","","72.2","66","63399"
"45877","col","","","Scollard","-113.005402","51.877300","right bank, Red Deer River [NMC]","","","1","Late Maastrichtian","","72.2","66","17480"
"45878","col","","","Lance","-104.411598","43.441799","Seven Mile Creek (AMNH)","","L&W locality 30, Locality 17","5","Late Maastrichtian","","72.2","66","9259"
"45879","col","","","Hell Creek","-105.114723","45.550201","east side, Powder River drainage, CCM V03","","Ekalaka Ankylosaurus site","1","Late Maastrichtian","","72.2","66","11822"
"45880","col","","","West Melbury Marly Chalk","0.157222","52.205555","Coldham Common, Barnwell","","","1","Late Albian","","106.3","100.5","14140"
"45881","col","","","West Melbury Marly Chalk","0.055556","52.181946","Barton, Barnwell","","","1","Late Albian","","106.3","100.5","14179"
"45882","col","","","Atherfield Clay","1.091000","51.068001","Hythe, Kent (BMNH)","","Dinodocus type","1","Early Aptian","","121.4","119.57","51964"
"45883","col","","","White Limestone","-2.195000","51.702999","Minchinhampton reservoir (BMNH R4860)","","","1","Middle Bathonian","Late Bathonian","168.2","165.3","12213"
"45886","col","","","Gaiman","-65.419441","-43.301945","Bryn Gwyn","","Loma Blanca","5","Burdigalian","","20.45","15.98","12217"
"45887","col","","","Monte Leon","-68.355835","-49.525833","Gran Bajo de San Julian","","","6","Aquitanian","","23.04","20.45","12217"
"45892","col","","","Oldman","-110.700768","49.076290","Cecil Nesmo's #2, RTMP L1136","","CN-2","9","Late Campanian","","83.6","72.2","11964"
"45893","col","","","Oldman","-110.715843","49.074078","Cecil Nesmo's #1, RTMP L1137","","CN-1","6","Late Campanian","","83.6","72.2","42675"
"45894","col","","","Oldman","-110.702820","49.075844","Old Road Site, RTMP L1138","","ORS","10","Middle Campanian","Late Campanian","83.6","72.2","11964"
"45897","col","","","Oldman","-110.732346","49.187008","Come-By-Chance, RTMP L1139","","CBC","7","Late Campanian","","83.6","72.2","11964"
"45898","col","","","Oldman","-110.734390","49.193851","Rainy Day Site, RTMP L1140","","RDS","14","Late Campanian","","83.6","72.2","11964"
"45899","col","","","Oldman","-110.659027","49.072575","Big Muddy-Channel Site, RTMP L1141","","BMC","8","Late Campanian","","83.6","72.2","42675"
"45900","col","","","Colorado","-64.493332","-38.200832","Hucal eggsite locality A","","","1","Campanian","Maastrichtian","83.6","66","12226"
"45901","col","","","Río Colorado","-64.402496","-38.237778","Hucal eggsite locality B","","","1","Campanian","","83.6","72.2","12226"
"45918","col","","","Wessex","-1.300000","50.700001","Chilton Chine (BMNH)","","","1","Late Hauterivian","Early Barremian","132.6","121.4","12230"
"45929","col","","","Kirkwood","26.183331","-33.549999","Bushmans River, Woodbury Farm","","Iguanodonhoek, Iguanodon Hoek, Bushman's River","2","Berriasian","Early Valanginian","143.1","132.6","65090"
"45930","col","","","Cornbrash","-1.306667","51.855000","Enslow Bridge stegosaur","","","1","Late Bathonian","","168.2","165.3","16884"
"45931","col","","","Sharp's Hill","-1.506667","52.020000","Sharp's Hill Quarry","","","3","Early Bathonian","","168.2","165.3","12234"
"45932","col","","","Chipping Norton Limestone","-1.745000","51.951668","New Park Quarry","","Stow-on-the-Wold","4","Late Bathonian","","168.2","165.3","12235"
"45933","col","","","Iouaridène","-7.250000","31.533331","Azrif tracksite","","Jbel Igoudlane","1","Oxfordian","Kimmeridgian","161.5","149.2","12236"
"45934","col","","","Iouaridène","-7.393056","31.481390","Aghbalou tracksite","","Jbel Igoudlane","1","Oxfordian","Kimmeridgian","161.5","149.2","12236"
"45935","col","","","Iouaridène","-7.533330","31.000000","Tamadout tracksite","","Jbel Igoudlane","1","Oxfordian","Kimmeridgian","161.5","149.2","12236"
"45936","col","","","Tilougguit","-6.451011","32.108208","Bin-el-Ouidane tracksite","","Aït Ammou","2","Bathonian","","168.2","165.3","12236"
"45937","col","","","Guettioua","-5.767000","32.466999","Tizi-n-Isly tracksite","","Tizi-n-Isli","2","Bathonian","","168.2","165.3","12236"
"45938","col","","","Guettioua","-6.833333","32.000000","Aît Issa tracksite","","Aît Attab","2","Bathonian","","168.2","165.3","12236"
"45939","col","","","Iouaridène","-6.150000","32.216667","Aït Lkhoums tracksite","","Taguelft","1","Oxfordian","Kimmeridgian","161.5","149.2","12236"
"45940","col","","","Iouaridène","-6.228915","32.235554","Aît Wissadane tracksite","","Taguelft","1","Oxfordian","Kimmeridgian","161.5","149.2","12236"
"45941","col","","","Guettioua","-6.282146","32.041893","Wawmda, Tilougguit Basin","","","1","Bathonian","","168.2","165.3","12238"
"45942","col","","","Imi-n-Ifri","-7.116667","31.299999","Adrar-n-Ouglagal tracksite","","","1","Sinemurian","","199.5","192.9","12239"
"45943","col","","","","-6.235523","32.212112","Jbel Sgat, Ighrem Sgat","","Taguelft, Ighrem-Sgat, Isseksi","1","Late Albian","Early Cenomanian","106.3","93.9","12241"
"45944","col","","","Continental Intercalaire","-6.228915","32.235554","Aît Wissadane sauropod site","","","1","Aptian","Cenomanian","121.4","93.9","12241"
"45953","col","","","Iouaridène","-6.833333","31.716667","Oued Ghazzaf tracksite","","Igoudlane","1","Oxfordian","Kimmeridgian","161.5","149.2","12236"
"45954","col","","","Iouaridène","-8.981111","31.114445","Imi-n-Tanout tracksite","","Argana, Tafaytour","1","Oxfordian","Kimmeridgian","161.5","149.2","12236"
"45956","col","","","El Mers","-3.970278","33.464169","Oulad Ali tracksite","","El Mers","2","Middle Bathonian","Late Bathonian","168.2","165.3","12236"
"45957","col","","","El Mers","-4.433330","33.450001","El Mers tracksite","","","1","Middle Bathonian","Late Bathonian","168.2","165.3","12236"
"45958","col","","","El Mers","-4.419000","33.426998","Tich Niouine","","""primitive locality"", El Mers 1","1","Middle Bathonian","Late Bathonian","168.2","165.3","30817"
"45960","col","","","El Mers","-4.465000","33.450001","Taghrout","","El Mers 3","1","Middle Bathonian","Late Bathonian","168.2","165.3","12258"
"45963","col","","","El Mers","-4.433330","33.464001","Tamguert n'Tarit","","El Mers 6","1","Middle Bathonian","Late Bathonian","168.2","165.3","12258"
"45964","col","","","El Mers","-4.433330","33.466999","Tamguert n'Tarit","","El Mers 8, Tamgert N'Tarit","1","Middle Bathonian","Late Bathonian","168.2","165.3","13647"
"45965","col","","","El Mers","-4.454000","33.474998","Aîn ou N'Jourh","","El Mers 7","1","Middle Bathonian","Late Bathonian","168.2","165.3","12258"
"45970","col","","","El Mers","-4.326000","33.479000","Tamguert r'Tane","","El Mers 17","1","Middle Bathonian","Late Bathonian","168.2","165.3","12258"
"45975","col","","","Morrison","-108.397202","38.583099","Dry Mesa Quarry [BYU]","","CO-58, DMDQ, DMQ; Dry Mesa Dinosaur Quarry","25","Late Kimmeridgian","Early Tithonian","152.21","145.06","65448"
"46067","col","","","San Diego","-117.168892","32.739166","Reynard Way and Curlew Street","","LACM 1070","3","Piacenzian","","3.6","2.58","12280"
"46069","col","","","Monterey","-117.702499","33.597778","Leisure World (LACM 3172)","20","LACM 3172","5","Langhian","Serravallian","15.98","11.63","12283"
"46075","col","","","Cerro Barcino","-70.009300","-44.483330","Cañadón Grande, Rio Chubút","","","1","Albian","","113.2","100.5","10263"
"46076","col","","","Lohan Cura","-70.088608","-39.581669","Cerro Aguade del León, La Picaza","","Cerro Aguada del León; Comahuesaurus windhauseni type","1","Late Aptian","Early Albian","119.57","110.1","12292"
"46077","col","","","","-3.478200","51.505100","Ruthin Quarry","","Cowbridge islands, SS 975 796","1","Rhaetian","","205.7","201.4","12290"
"46083","col","","","Pisco","-74.690277","-15.557222","Sacaco (SAO horizon)","","","6","Tortonian","Messinian","11.63","5.333","16948"
"46084","col","","","Pisco","-74.799164","-15.551389","Sud Sacaco, Montemar","","MTM","12","Messinian","","7.246","5.333","12182"
"46090","col","","","Scollard","-115.462700","54.860199","locality 6, Swan Hills","","","1","Late Maastrichtian","","72.2","66","2997"
"46091","col","","","Scollard","-115.437401","54.860199","locality 8, Swan Hills","","","1","Late Maastrichtian","","72.2","66","2997"
"46095","col","","","","-115.412003","54.918400","locality 11, Swan Hills","","","2","Maastrichtian","","72.2","66","2997"
"46097","col","","","Bohlen","12.464167","51.193054","Espenhain/Sachsen","","","1","MP 22","","33.9","27.3","12298"
"46117","col","","","Lance","-108.686996","41.553501","Black Buttes Station","","Agathaumas type","1","Late Maastrichtian","","72.2","66","53113"
"46119","col","","","Lance","-104.457275","42.195904","Buck Creek pens, Johnson Brothers Ranch","","Triceratops type site, Lance Creek, Guernsey, Three-Nine, Hatcher Sk. 1","1","Late Maastrichtian","","72.2","66","10620"
"46120","col","","","Lance","-105.394447","42.584442","Hatcher Springs, Johnson Brothers' ranch","","Trachodon longiceps type","1","Late Maastrichtian","","72.2","66","12304"
"46121","col","","","Judith River","-109.619164","47.740276","mouth of Birch Creek","","Dog Creek","1","Middle Campanian","","83.6","72.2","15650"
"46122","col","","","Judith River","-108.946945","47.772221","Cow Island, Missouri River","","M. sphenocerus type","1","Middle Campanian","Late Campanian","83.6","72.2","9274"
"46123","col","","","Judith River","-109.000000","47.898609","Ceratops type site, Cow Creek","","","2","Middle Campanian","Late Campanian","83.6","72.2","12249"
"46124","col","","","Judith River","-109.617775","47.735832","""Bad Place"", west slope, Dog Creek","","C. paucidens type","1","Middle Campanian","Late Campanian","83.6","72.2","10620"
"46125","col","","","Lance","-105.394447","42.584442","Johnson Brothers' ranch","","","3","Late Maastrichtian","","72.2","66","12304"
"46126","col","","","Lance","-104.647118","43.121864","Middle Fork, Dry Creek","","T. serratus type, Lance Creek, Hatcher Sk. 4","1","Late Maastrichtian","","72.2","66","12304"
"46127","col","","","Lance","-104.645187","43.120808","Middle Fork, Dry Creek","","T. prorsus type, Lance Creek, Hatcher Sk. 3","1","Late Maastrichtian","","72.2","66","12304"
"46128","col","","","Lance","-104.911110","43.166111","Dry Creek (USNM)","","","1","Late Maastrichtian","","72.2","66","12304"
"46129","col","","","Lance","-104.911110","43.144444","1.5 miles below U-L ranch","","USNM 4842","1","Late Maastrichtian","","72.2","66","12304"
"46130","col","","","Lance","-104.608406","43.237862","Lance Creek, near mouth of Lightning Creek","","T. elatus type site, Hatcher Sk. 16","1","Late Maastrichtian","","72.2","66","12304"
"46131","col","","","Lance","-104.553055","43.157780","2 miles southeast of U-L Ranch, Buck Creek","","T. obtusus type, Lance Creek, Hatcher Sk. 9","1","Late Maastrichtian","","72.2","66","12304"
"46132","col","","","Lance","-104.644264","43.191978","Lance Creek, 1.5 miles south of Lightning Creek","","Triceratops brevicornus type, Hatcher Sk. 22","1","Late Maastrichtian","","72.2","66","14728"
"46133","col","","","Lance","-104.572258","43.227592","3 miles southwest of Lightning Creek","","Diceratops type, Lance Creek, Hatcher Sk. 25","1","Late Maastrichtian","","72.2","66","14728"
"46134","col","","","Lance","-104.649361","43.230537","north side, Lightning Creek","","Torosaurus latus type, Lance Creek, Hatcher Sk. 19","1","Late Maastrichtian","","72.2","66","12251"
"46135","col","","","Lance","-104.628464","43.237728","divide between Cow Creek and Lightning Creek","","Torosaurus gladius type, Lance Creek, Hatcher Sk. 19A","1","Late Maastrichtian","","72.2","66","12251"
"46136","col","","","Lance","-104.551041","43.181259","ridge between Buck Creek and Lance Creek","","Triceratops flabellatus type, Hatcher Sk. 2","1","Late Maastrichtian","","72.2","66","12304"
"46137","col","","","","-3.590833","51.472221","Pant 4 (St. Bride's Island)","","Pant Fissure System 4, Pant Quarry, SS 896 760, SS 896760, St. Brides","1","Hettangian","Sinemurian","201.4","192.9","12169"
"46138","col","","","Lance","-104.605408","43.178665","west side, Lance Creek","","T. sulcatus type, Hatcher Sk. 5","1","Late Maastrichtian","","72.2","66","12304"
"46139","col","","","Denver","-105.042152","39.730797","Windsor Addition, Highland","","B. alticornis type, Green Mountain Creek","1","Late Maastrichtian","","72.2","66","9054"
"46147","col","","","Soledad","-103.760002","27.400000","Lomas de Buenavista","","Lull 1933 locality 22, Sierra Mojada, Hacienda de Movano, Soledad","1","Maastrichtian","","72.2","66","12608"
"46148","col","","","Lago Colhué Huapi","-68.587898","-45.620422","northwest of Lago Colhué Huapí","","Notoceratops type","1","Late Maastrichtian","","72.2","66","36628"
"46151","col","","","Gething","-122.198334","56.029720","1.5 miles upstream from Gething's mine (B), Peace River Canyon","","","3","Albian","","113.2","100.5","18574"
"46152","col","","","Djadokhta","104.000000","44.000000","Shabarakh Usu (AMNH loc. 12049)","","Protoceratops type, Flaming Cliffs, Bayn Dzak, Kwei-wa-ting trail, Bayan Zag","8","Late Campanian","","83.6","72.2","14566"
"46162","col","","","Merchantville","-74.178612","40.446388","Southern shoreline of Raritan Bay","","Lorillard; Union Beach; L&W locality 1a","1","Early Campanian","","83.6","72.2","15623"
"46163","col","","","Corral de Enmedio","-109.614967","31.078190","Mustenas–Magallanes Peak","","L&W locality 49, Naco-Cananea","3","Late Campanian","","83.6","72.2","12323"
"46167","col","","","Black Rock Sandstone","145.042221","-37.992779","Beaumaris","","","6","Messinian","","7.246","5.333","13630"
"46208","col","","","Eutaw","-88.686668","34.257500","near Tupelo (USNM)","","L&W locality 8","1","Santonian","","85.7","83.6","12332"
"46209","col","","","Lance","-104.591301","43.269501","north of Lance Creek","","Claosaurus annectens plesiotype","1","Late Maastrichtian","","72.2","66","12334"
"46210","col","","","Laramie","-104.762398","40.908401","Owl Creek (UCM Loc. 80013)","","L&W locality 43, Lone Tree Creek, Loc. 2","2","Late Maastrichtian","","72.2","66","12319"
"46211","col","","","Dawson Arkose","-104.654999","38.861000","south side, Jimmy Camp Creek","","L&W locality 44","2","Maastrichtian","","72.2","66","53144"
"46212","col","","","Kayenta","-111.289444","35.689445","Rock Head Massospondylus locality (MCZ 77AR/5)","","","1","Sinemurian","Pliensbachian","199.5","184.2","12177"
"46277","col","","","","9.066667","47.641666","Fischbach 600m, Helsighausen, Thurgau","","","1","MN 7 + 8","","12.75","11.1","12335"
"46317","col","","","Dinosaur Park","-111.628029","50.806301","RTMP Quarry 40, Steveville [ROM]","","Sternberg Quarry 17, U.T.25","1","Late Campanian","","83.6","72.2","12345"
"46318","col","","","Dinosaur Park","-111.609741","50.791084","RTMP Quarry 32, Steveville (ROM)","","Sternberg Quarry 32, U.T.22","1","Late Campanian","","83.6","72.2","12345"
"46319","col","","","Dinosaur Park","-111.624336","50.806023","RTMP Quarry 27, Steveville [ROM]","","Sternberg Quarry 19, U.T.17","1","Late Campanian","","83.6","72.2","12345"
"46320","col","","","","-112.750000","51.610142","3 miles above Munson Ferry [ROM]","","Red Deer River","1","Campanian","","83.6","72.2","12345"
"46331","col","","","Dinosaur Park","-111.476532","50.751602","Sandhill Creek (116 ft)","","G. incurvimanus type, ROM, RTMP Quarry 99, DPP","1","Middle Campanian","Late Campanian","83.6","72.2","14121"
"46332","col","","","Dinosaur Park","-111.471733","50.749241","RTMP Quarry 2, Happy Jack Ferry","","Red Deer River, Sternberg Quarry 93, ROM, U.T.2","1","Late Campanian","","83.6","72.2","12348"
"46333","col","","","Dinosaur Park","-111.488625","50.750126","RTMP Quarry 12, middle branch, Sand Creek (125 ft level) [ROM]","","ROM, Sternberg Quarry 87, Parasaurolophus type, U.T.7","1","Late Campanian","","83.6","72.2","12350"
"46335","col","","","Dinosaur Park","-111.597153","50.806515","RTMP Quarry 20, Steveville","","Sternberg Quarry 12, U.T.12","1","Late Campanian","","83.6","72.2","12351"
"46351","col","","","Horseshoe Canyon","-112.865601","51.542702","2 miles below Bleriot ferry (125 ft level) [ROM]","","Red Deer River","1","Early Maastrichtian","","72.2","66","10409"
"46358","col","","","Dinosaur Park","-111.488022","50.741657","RTMP Quarry 45, Sand Creek (300 ft level) [ROM]","","Sternberg Quarry 64, U.T.28","2","Late Campanian","","83.6","72.2","12354"
"46359","col","","","Dinosaur Park","-111.616669","50.688000","1.5 miles below Sand Creek (75 ft level) [ROM]","","Red Deer River","1","Late Campanian","","83.6","72.2","12354"
"46436","col","","","St. Mary River","-112.966400","49.025501","Del Bonita","","","1","Late Campanian","","83.6","72.2","52782"
"46437","col","","","La Posa","0.583571","42.323624","‘Femur’ site, Serraduy","","","1","Late Maastrichtian","","72.2","66","76454"
"46438","col","","","East Berlin","-72.670998","41.660789","I-91 roadcut, Rocky Hill","","Interstate 91","6","Hettangian","","201.4","199.5","53064"
"46439","col","","","Morrison","-110.687622","39.323990","Cleveland-Lloyd Dinosaur Quarry","","CLDQ, Cleveland Quarry, Malcolm Lloyd Jr. Quarry, UT-7","19","Tithonian","","149.2","143.1","62377"
"46440","col","","","East Berlin","-72.606491","42.272488","I-91 roadcut, Holyoke","","Interstate 91","1","Hettangian","","201.4","199.5","53064"
"46460","col","","","Morrison","-107.779167","44.535557","Howe Quarry","","WY-62, Red Gulch Quarry, Question Mark Quarry, Keyhole Canyon","7","Kimmeridgian","","154.8","149.2","63395"
"46462","col","","","Morrison","-107.779167","44.535557","Howe Quarry 2","","Sauriermuseum","3","Kimmeridgian","","154.8","149.2","77733"
"46465","col","","","Morrison","-107.816666","44.650002","Howe-Stephens Quarry","","Sauriermuseum, HSQ","10","Kimmeridgian","","154.8","149.2","12389"
"46468","col","","","Morrison","-107.779167","44.535557","Big Al Quarry (MOR M-106)","","WY-61, BAQ","4","Kimmeridgian","","154.8","149.2","14707"
"46469","col","","","Morrison","-107.779167","44.535557","Spring Hill, Howe Ranch","","","2","Kimmeridgian","","154.8","149.2","12389"
"46545","col","","","Balabansai","72.231392","41.338333","FTA-131, Tashkumyr I","","Balabansai","1","Callovian","","165.3","161.5","12416"
"46547","col","","","Balabansai","72.112221","41.326111","FBX-23, Dzhiddasai","","Balabansai","1","Callovian","","165.3","161.5","12416"
"46549","col","","","Balabansai","72.238251","41.316841","FTA-31, Balabansai","","","1","Callovian","","165.3","161.5","12416"
"46550","col","","","Cañadón Asfalto","-69.192970","-43.419846","Las Chacritas, Cerro Cóndor","","","3","Late Toarcian","Early Bajocian","180.4","168.6","12418"
"46555","col","","","Bell Springs","-108.808891","43.025555","Sage Creek tracksite (Popo Agie)","","","1","Norian","Rhaetian","227.3","201.4","54068"
"46556","col","","","Naturita","-108.730003","42.789444","tracksite, 3 miles south of Lander","","","1","Cenomanian","","100.5","93.9","54068"
"46559","col","","","Demopolis Chalk","-89.461388","35.573334","West Tennessee hadrosaur (PROXY)","","","1","Middle Campanian","Late Campanian","83.6","72.2","12428"
"46560","col","","","Sloan Canyon","-103.350899","36.894199","Peacock Canyon tracksite","","","5","Norian","","227.3","205.7","12429"
"46566","col","","","Merchantville","-75.726387","39.541668","St. George's spoils piles (Merchantville Fm.)","","Chesapeake & Delaware Canal","2","Early Campanian","","83.6","72.2","12430"
"46618","col","","","Raritan/Magothy","-74.783333","40.111942","Roebling, Delaware River","","","1","Cenomanian","Santonian","100.5","83.6","12442"
"46620","col","","","Raritan","-74.285004","40.557499","Hampton Cutter Clay Works tracksite","","Woodbridge","2","Middle Cenomanian","Late Cenomanian","100.5","93.9","62802"
"46621","col","","","Passaic","-75.095001","40.568611","Messrs. Clark Quarry, Milford (level A)","","","3","Norian","","227.3","205.7","55948"
"46622","col","","","Passaic","-75.095001","40.568611","Smith Clark's quarry, Milford (level B)","","","7","Norian","","227.3","205.7","55948"
"46637","col","","","Willwood","-108.537277","44.645458","FG-19","","","1","Wasatchian","","56","51.1","11717"
"46657","col","","","Willwood","-108.409485","44.626873","FG-52","","","1","Wasatchian","","56","51.1","11717"
"46659","col","","","Willwood","-108.397057","44.622990","FG-60","","","1","Wasatchian","","56","51.1","11717"
"46674","col","","","Willwood","-108.401360","44.583027","FG-88","","","1","Wasatchian","","56","51.1","11717"
"46683","col","","","Willwood","-108.584908","44.515488","MP-18","","","1","Wasatchian","","56","51.1","11717"
"46685","col","","","Willwood","-108.902779","44.650509","MP-20","","","1","Wasatchian","","56","51.1","11717"
"46686","col","","","Willwood","-108.924316","44.630196","MP-21","","","1","Wasatchian","","56","51.1","11717"
"46699","col","","","Willwood","-108.740273","44.418289","MP-59","","","1","Wasatchian","","56","51.1","11717"
"46707","col","","","Willwood","-108.702187","44.524662","MP-88","","","1","Wasatchian","","56","51.1","11717"
"46721","col","","","Willwood","-108.899780","44.632446","MP-130","","USGS D-1136","1","Wasatchian","","56","51.1","11717"
"46727","col","","","Willwood","-108.733376","44.677429","MP-136","","USGS D-1152","1","Wasatchian","","56","51.1","11717"
"46759","col","","","Willwood","-108.786278","44.596813","MP-185","","","1","Wasatchian","","56","51.1","11717"
"46774","col","","","Willwood","-108.729729","44.673935","MP-204","","","1","Wasatchian","","56","51.1","11717"
"46797","col","","","Willwood","-108.772957","44.652012","MP-228 (McCullough Peaks)","","","1","Wasatchian","","56","51.1","11717"
